idSalesFact,ReferenceDate,BookCode,SalesCount,LeastPrice,MaximumPrice,AveragePrice,CategoryCode
16858,201104,9788576831303,21,19.90,52.90,34.24,4
16859,201104,9788576766308,20,36.00,52.90,42.90,4
16860,201104,9788576761730,18,23.60,7.00,26.00,4
16861,201104,9788576654636,24,19.74,37.90,27.92,4
16862,201104,9788576653202,10,17.90,47.90,32.10,3
16863,201104,9788576653202,10,17.90,47.90,32.10,3
16864,201104,9788575426241,10,27.93,7.01,30.40,3
16865,201104,9788575426227,11,19.92,9.90,15.09,3
16866,201104,9788575426166,9,23.90,5.50,23.67,3
16867,201104,9788575425114,9,23.90,5.50,23.67,3
16868,201104,9788575424889,9,23.90,5.50,23.67,2
16869,201104,9788575424889,9,23.90,5.50,23.67,2
16870,201104,9788575424889,1,9.70,9.70,9.00,2
16871,201104,9788575424889,1,9.70,9.70,9.00,2
16872,201104,9788575424889,1,9.70,9.70,9.00,2
16873,201104,9788575424889,1,9.70,9.70,9.00,2
16874,201104,9788575424162,22,15.92,39.90,30.45,2
16875,201104,9788575424100,2,10.00,29.00,19.50,2
16876,201104,9788575423929,8,34.93,59.90,50.25,2
16877,201104,9788575423387,19,39.42,56.90,43.95,2
16878,201104,9788575422397,20,23.62,43.90,31.75,2
16879,201104,9788575422106,20,23.62,43.90,31.75,2
16880,201104,9788575421826,21,25.00,46.90,36.10,2
16881,201104,9788575421024,22,14.90,43.90,30.05,2
16882,201104,9788575421024,22,14.90,43.90,30.05,5
16883,201104,9788575420492,19,15.00,37.90,28.84,5
16884,201104,9788575420270,23,22.40,78.49,36.30,5
16885,201104,9788573029161,23,22.40,78.49,36.30,5
16886,201104,9788573029161,23,22.40,78.49,36.30,5
16887,201104,9788573028928,23,22.40,78.49,36.30,5
16888,201104,9788573028928,23,22.40,78.49,36.30,5
16889,201104,9788573028928,23,22.40,78.49,36.30,3
16890,201104,9788573028928,23,22.40,78.49,36.30,3
16891,201104,9788563219206,2,14.99,20.00,17.00,3
16892,201104,9788563219206,2,14.99,20.00,17.00,1
16893,201104,9788563219183,1,9.00,9.00,9.00,1
16894,201104,9788563219077,2,19.90,9.90,14.00,1
16895,201104,9788563219077,2,19.90,9.90,14.00,1
16896,201104,9788563219022,2,19.90,9.90,14.00,1
16897,201104,9788563219022,2,19.90,9.90,14.00,1
16898,201104,9788563066299,1,27.23,27.23,27.00,1
16899,201104,9788563066251,2,24.00,32.89,28.00,1
16900,201104,9788562936524,2,20.00,49.90,34.50,1
16901,201104,9788562936067,11,22.90,9.90,32.00,1
16902,201104,9788562936067,11,22.90,9.90,32.00,3
16903,201104,9788560018000,22,18.50,59.92,35.50,3
16904,201104,9788560018000,24,18.50,59.92,36.67,3
16905,201104,9788539002085,18,26.62,42.90,33.78,3
16906,201104,9788539000760,20,19.90,51.90,31.90,3
16907,201104,9788537805190,23,29.75,79.90,58.30,3
16908,201104,9788535918298,20,31.43,48.90,38.40,3
16909,201104,9788535215243,20,31.43,48.90,38.40,3
16910,201104,9788535215243,2,103.90,47.90,75.00,3
16911,201104,9788535215243,2,103.90,47.90,75.00,3
16912,201104,9788535206234,3,47.20,79.90,68.33,3
16913,201104,9788528604702,15,42.32,52.90,46.53,3
16914,201104,9788525049292,10,19.00,8.87,24.20,3
16915,201104,9788525048950,21,14.90,52.21,24.71,2
16916,201104,9788525048950,21,14.90,52.21,24.71,2
16917,201104,9788522012305,1,24.90,24.90,24.00,2
16918,201104,9788522009770,5,20.00,9.98,20.20,2
16919,201104,9788522009770,5,20.00,9.98,20.20,2
16920,201104,9788522005239,10,17.52,8.50,19.50,4
16921,201104,9788522005239,10,17.52,8.50,19.50,4
16922,201104,9788520924822,8,22.71,39.90,32.13,4
16923,201104,9788520924099,14,20.00,39.90,29.57,4
16924,201104,9788520924099,14,20.00,39.90,29.57,3
16925,201104,9788516070052,1,9.90,9.90,9.00,3
16926,201104,9788506064634,16,12.18,9.90,18.31,3
16927,201104,9788506064634,16,12.18,9.90,18.31,3
16928,201104,9788501083708,17,43.73,9.99,45.24,3
16929,201105,9788599560518,5,29.90,44.90,38.00,3
16930,201105,9788599296363,24,10.00,9.90,31.63,3
16931,201105,9788599296363,24,10.00,9.90,31.63,1
16932,201105,9788599296158,18,17.00,40.90,28.78,1
16933,201105,9788599296158,18,17.00,40.90,28.78,1
16934,201105,9788598078946,18,17.00,40.90,28.78,1
16935,201105,9788598078397,18,17.00,40.90,28.78,1
16936,201105,9788598078397,1,30.00,30.00,30.00,1
16937,201105,9788586307447,11,23.99,33.60,29.09,1
16938,201105,9788580570458,19,20.00,48.90,38.05,1
16939,201105,9788579800719,19,12.00,35.90,22.63,1
16940,201105,9788579620676,19,30.00,59.90,45.21,1
16941,201105,9788579300707,19,30.00,59.90,45.21,1
16942,201105,9788579300707,19,30.00,59.90,45.21,2
16943,201105,9788578310431,1,14.90,14.90,14.00,2
16944,201105,9788577221530,17,15.00,43.00,33.29,2
16945,201105,9788576861034,19,23.90,48.90,31.53,2
16946,201105,9788576844778,8,18.18,9.90,13.88,2
16947,201105,9788576840626,18,47.90,60.29,54.72,2
16948,201105,9788576832294,22,19.90,52.90,35.77,2
16949,201105,9788576831952,20,19.90,46.90,31.90,2
16950,201105,9788576831303,21,19.90,52.90,34.24,2
16951,201105,9788576766308,20,36.00,52.90,42.90,2
16952,201105,9788576761730,18,23.60,7.00,26.00,2
16953,201105,9788576656227,8,18.00,46.61,31.38,2
16954,201105,9788576656227,8,18.00,46.61,31.38,2
16955,201105,9788576653202,10,17.90,47.90,32.10,3
16956,201105,9788576653202,10,17.90,47.90,32.10,3
16957,201105,9788575426456,4,34.90,8.00,27.50,3
16958,201105,9788575426166,9,23.90,5.50,23.67,3
16959,201105,9788575425114,9,23.90,5.50,23.67,3
16960,201105,9788575424889,9,23.90,5.50,23.67,2
16961,201105,9788575424889,9,23.90,5.50,23.67,2
16962,201105,9788575424889,9,23.90,5.50,23.67,2
16963,201105,9788575424889,1,9.70,9.70,9.00,2
16964,201105,9788575424889,1,9.70,9.70,9.00,2
16965,201105,9788575424889,1,9.70,9.70,9.00,2
16966,201105,9788575423387,19,39.42,56.90,43.95,2
16967,201105,9788575422397,20,23.62,43.90,31.75,2
16968,201105,9788575422106,20,23.62,43.90,31.75,2
16969,201105,9788575421826,21,25.00,46.90,36.10,2
16970,201105,9788575421024,22,14.90,43.90,30.05,2
16971,201105,9788575420270,23,22.40,78.49,36.30,2
16972,201105,9788573516814,23,22.40,78.49,36.30,2
16973,201105,9788573125788,16,11.90,28.90,16.19,2
16974,201105,9788573029161,16,11.90,28.90,16.19,2
16975,201105,9788573029161,16,11.90,28.90,16.19,2
16976,201105,9788573028928,16,11.90,28.90,16.19,2
16977,201105,9788573028928,16,11.90,28.90,16.19,3
16978,201105,9788573028928,16,11.90,28.90,16.19,3
16979,201105,9788573028928,16,11.90,28.90,16.19,3
16980,201105,9788563219206,2,14.99,20.00,17.00,1
16981,201105,9788563219206,2,14.99,20.00,17.00,1
16982,201105,9788563219183,1,9.00,9.00,9.00,1
16983,201105,9788563219077,2,19.90,9.90,14.00,1
16984,201105,9788563219077,2,19.90,9.90,14.00,1
16985,201105,9788563219022,2,19.90,9.90,14.00,1
16986,201105,9788563219022,2,19.90,9.90,14.00,1
16987,201105,9788563066299,1,27.23,27.23,27.00,1
16988,201105,9788563066251,2,24.00,32.89,28.00,1
16989,201105,9788562936524,2,20.00,49.90,34.50,1
16990,201105,9788562936524,2,20.00,49.90,34.50,1
16991,201105,9788562936067,11,22.90,9.90,32.00,1
16992,201105,9788562936067,11,22.90,9.90,32.00,3
16993,201105,9788560018000,22,18.50,59.92,35.50,3
16994,201105,9788560018000,24,18.50,59.92,36.67,3
16995,201105,9788539002191,1,20.00,20.00,20.00,3
16996,201105,9788539002085,18,26.62,42.90,33.78,3
16997,201105,9788539000760,20,19.90,51.90,31.90,3
16998,201105,9788537805190,23,29.75,79.90,58.30,3
16999,201105,9788535918298,20,31.43,48.90,38.40,3
17000,201105,9788535215243,2,103.90,47.90,75.00,3
17001,201105,9788535215243,2,103.90,47.90,75.00,3
17002,201105,9788535215243,2,103.90,47.90,75.00,3
17003,201105,9788535206234,3,47.20,79.90,68.33,3
17004,201105,9788532635792,22,12.00,34.90,23.77,3
17005,201105,9788531209567,22,12.00,34.90,23.77,3
17006,201105,9788525049292,10,19.00,8.87,24.20,3
17007,201105,9788525048950,21,14.90,52.21,24.71,3
17008,201105,9788525048950,21,14.90,52.21,24.71,2
17009,201105,9788522012862,9,31.92,79.90,47.00,2
17010,201105,9788522005239,10,17.52,8.50,19.50,2
17011,201105,9788522005239,10,17.52,8.50,19.50,4
17012,201105,9788520924822,8,22.71,39.90,32.13,4
17013,201105,9788520924099,14,20.00,39.90,29.57,4
17014,201105,9788520924099,14,20.00,39.90,29.57,3
17015,201105,9788516070052,1,9.90,9.90,9.00,3
17016,201105,9788506064634,16,12.18,9.90,18.31,3
17017,201105,9788506064634,16,12.18,9.90,18.31,3
17018,201105,9788502123854,16,25.00,38.00,31.19,3
17019,201105,9788501088710,18,19.90,74.90,58.67,3
17020,201106,9788599296554,22,12.00,59.90,44.36,3
17021,201106,9788599296363,24,10.00,9.90,31.63,1
17022,201106,9788599296363,24,10.00,9.90,31.63,1
17023,201106,9788599296158,18,17.00,40.90,28.78,1
17024,201106,9788599296158,18,17.00,40.90,28.78,1
17025,201106,9788598078946,18,17.00,40.90,28.78,1
17026,201106,9788598078397,1,30.00,30.00,30.00,1
17027,201106,9788598078397,1,30.00,30.00,30.00,1
17028,201106,9788580570458,19,20.00,48.90,38.05,1
17029,201106,9788580570458,19,20.00,48.90,38.05,1
17030,201106,9788579620676,19,30.00,59.90,45.21,1
17031,201106,9788579300707,19,30.00,59.90,45.21,1
17032,201106,9788579300707,19,30.00,59.90,45.21,2
17033,201106,9788578310431,1,14.90,14.90,14.00,2
17034,201106,9788577221530,17,15.00,43.00,33.29,2
17035,201106,9788576861034,19,23.90,48.90,31.53,2
17036,201106,9788576840626,18,47.90,60.29,54.72,2
17037,201106,9788576832294,22,19.90,52.90,35.77,2
17038,201106,9788576831952,20,19.90,46.90,31.90,2
17039,201106,9788576831303,21,19.90,52.90,34.24,2
17040,201106,9788576766308,20,36.00,52.90,42.90,2
17041,201106,9788576761730,18,23.60,7.00,26.00,2
17042,201106,9788576656227,8,18.00,46.61,31.38,2
17043,201106,9788576656227,8,18.00,46.61,31.38,2
17044,201106,9788576654636,24,19.74,37.90,27.92,2
17045,201106,9788576653202,10,17.90,47.90,32.10,3
17046,201106,9788576653202,10,17.90,47.90,32.10,3
17047,201106,9788575426456,4,34.90,8.00,27.50,3
17048,201106,9788575426432,22,11.89,34.90,25.77,3
17049,201106,9788575425114,22,11.89,34.90,25.77,3
17050,201106,9788575424889,22,11.89,34.90,25.77,3
17051,201106,9788575424889,1,9.70,9.70,9.00,3
17052,201106,9788575424889,1,9.70,9.70,9.00,3
17053,201106,9788575422397,20,23.62,43.90,31.75,3
17054,201106,9788575422106,20,23.62,43.90,31.75,3
17055,201106,9788575421826,21,25.00,46.90,36.10,3
17056,201106,9788575421024,22,14.90,43.90,30.05,3
17057,201106,9788575420270,23,22.40,78.49,36.30,3
17058,201106,9788573516814,23,22.40,78.49,36.30,3
17059,201106,9788573126952,11,14.53,6.00,13.91,3
17060,201106,9788573029161,11,14.53,6.00,13.91,3
17061,201106,9788573029161,11,14.53,6.00,13.91,3
17062,201106,9788573028928,11,14.53,6.00,13.91,3
17063,201106,9788573028928,11,14.53,6.00,13.91,3
17064,201106,9788563219206,2,14.99,20.00,17.00,1
17065,201106,9788563219206,2,14.99,20.00,17.00,1
17066,201106,9788563219077,2,19.90,9.90,14.00,1
17067,201106,9788563219022,2,19.90,9.90,14.00,1
17068,201106,9788563219022,2,19.90,9.90,14.00,1
17069,201106,9788563066251,2,24.00,32.89,28.00,1
17070,201106,9788562936524,2,20.00,49.90,34.50,1
17071,201106,9788562936524,2,20.00,49.90,34.50,1
17072,201106,9788562936067,11,22.90,9.90,32.00,3
17073,201106,9788562936067,11,22.90,9.90,32.00,3
17074,201106,9788560018000,24,18.50,59.92,36.67,3
17075,201106,9788560018000,22,18.50,59.92,35.50,3
17076,201106,9788539002214,17,46.50,82.90,58.76,3
17077,201106,9788539002191,1,20.00,20.00,20.00,3
17078,201106,9788539002085,18,26.62,42.90,33.78,3
17079,201106,9788539000760,20,19.90,51.90,31.90,3
17080,201106,9788537805190,23,29.75,79.90,58.30,3
17081,201106,9788535918731,9,20.00,47.90,42.11,3
17082,201106,9788535215243,2,103.90,47.90,75.00,3
17083,201106,9788535215243,2,103.90,47.90,75.00,3
17084,201106,9788535215243,2,103.90,47.90,75.00,3
17085,201106,9788535206234,3,47.20,79.90,68.33,3
17086,201106,9788531209567,3,47.20,79.90,68.33,3
17087,201106,9788525048950,21,14.90,52.21,24.71,2
17088,201106,9788525048950,21,14.90,52.21,24.71,2
17089,201106,9788522012305,1,24.90,24.90,24.00,2
17090,201106,9788522009770,5,20.00,9.98,20.20,2
17091,201106,9788522009770,5,20.00,9.98,20.20,2
17092,201106,9788522005239,10,17.52,8.50,19.50,4
17093,201106,9788522005239,10,17.52,8.50,19.50,4
17094,201106,9788520924822,8,22.71,39.90,32.13,4
17095,201106,9788520924099,14,20.00,39.90,29.57,3
17096,201106,9788520924099,14,20.00,39.90,29.57,3
17097,201106,9788516070052,1,9.90,9.90,9.00,3
17098,201106,9788506064634,16,12.18,9.90,18.31,3
17099,201106,9788506064634,16,12.18,9.90,18.31,3
17100,201106,9788502126404,13,21.68,32.90,25.54,3
17101,201106,9788502124042,19,18.90,34.90,28.79,3
17102,201106,9788502123854,16,25.00,38.00,31.19,3
17103,201106,9788501088710,18,19.90,74.90,58.67,3
17104,201106,9788501088710,18,19.90,74.90,58.67,5
17105,201106,9788501083708,17,43.73,9.99,45.24,5
17106,201106,9788500019531,2,27.44,50.90,38.50,5
17107,201107,9788599296554,22,12.00,59.90,44.36,5
17108,201107,9788599296363,24,10.00,9.90,31.63,1
17109,201107,9788599296363,24,10.00,9.90,31.63,1
17110,201107,9788599296158,18,17.00,40.90,28.78,1
17111,201107,9788599296158,18,17.00,40.90,28.78,1
17112,201107,9788598078946,18,17.00,40.90,28.78,1
17113,201107,9788598078588,4,10.98,18.90,16.00,1
17114,201107,9788598078397,1,30.00,30.00,30.00,1
17115,201107,9788598078397,1,30.00,30.00,30.00,1
17116,201107,9788598078175,23,37.99,53.90,45.04,1
17117,201107,9788580570458,19,20.00,48.90,38.05,1
17118,201107,9788579300707,19,20.00,48.90,38.05,1
17119,201107,9788579300707,19,20.00,48.90,38.05,2
17120,201107,9788578310431,1,14.90,14.90,14.00,2
17121,201107,9788576840626,18,47.90,60.29,54.72,2
17122,201107,9788576832294,22,19.90,52.90,35.77,2
17123,201107,9788576831952,20,19.90,46.90,31.90,2
17124,201107,9788576831303,21,19.90,52.90,34.24,2
17125,201107,9788576795025,18,26.34,46.90,33.56,2
17126,201107,9788576795025,18,26.34,46.90,33.56,1
17127,201107,9788576766308,20,36.00,52.90,42.90,1
17128,201107,9788576761730,18,23.60,7.00,26.00,1
17129,201107,9788576656227,8,18.00,46.61,31.38,1
17130,201107,9788576656227,8,18.00,46.61,31.38,2
17131,201107,9788576654636,24,19.74,37.90,27.92,2
17132,201107,9788576653202,10,17.90,47.90,32.10,2
17133,201107,9788575426432,22,11.89,34.90,25.77,2
17134,201107,9788575425114,22,11.89,34.90,25.77,2
17135,201107,9788575424889,22,11.89,34.90,25.77,2
17136,201107,9788575424889,22,11.89,34.90,25.77,2
17137,201107,9788575424889,1,9.70,9.70,9.00,2
17138,201107,9788575424889,1,9.70,9.70,9.00,2
17139,201107,9788575424889,1,9.70,9.70,9.00,2
17140,201107,9788575424889,1,9.70,9.70,9.00,2
17141,201107,9788575424162,22,15.92,39.90,30.45,2
17142,201107,9788575422427,21,10.00,39.90,28.48,2
17143,201107,9788575422397,20,23.62,43.90,31.75,2
17144,201107,9788575422106,20,23.62,43.90,31.75,2
17145,201107,9788575421826,21,25.00,46.90,36.10,2
17146,201107,9788575421550,24,15.92,9.90,28.83,2
17147,201107,9788575421024,22,14.90,43.90,30.05,2
17148,201107,9788575420478,26,19.99,39.90,53.15,2
17149,201107,9788575420270,23,22.40,78.49,36.30,2
17150,201107,9788573516814,23,22.40,78.49,36.30,2
17151,201107,9788573126525,1,19.90,19.90,19.00,2
17152,201107,9788573029161,1,19.90,19.90,19.00,2
17153,201107,9788573029161,1,19.90,19.90,19.00,2
17154,201107,9788573028928,1,19.90,19.90,19.00,2
17155,201107,9788573028928,1,19.90,19.90,19.00,2
17156,201107,9788563219206,2,14.99,20.00,17.00,2
17157,201107,9788563219206,2,14.99,20.00,17.00,1
17158,201107,9788563219183,1,9.00,9.00,9.00,1
17159,201107,9788563219077,2,19.90,9.90,14.00,1
17160,201107,9788563219022,2,19.90,9.90,14.00,1
17161,201107,9788563219022,2,19.90,9.90,14.00,1
17162,201107,9788563066251,2,24.00,32.89,28.00,1
17163,201107,9788562936524,2,20.00,49.90,34.50,1
17164,201107,9788562936524,2,20.00,49.90,34.50,1
17165,201107,9788562936067,11,22.90,9.90,32.00,3
17166,201107,9788562936067,11,22.90,9.90,32.00,3
17167,201107,9788560018000,24,18.50,59.92,36.67,3
17168,201107,9788560018000,22,18.50,59.92,35.50,3
17169,201107,9788539502851,20,25.00,9.90,29.05,3
17170,201107,9788539002597,15,30.00,59.90,44.53,3
17171,201107,9788539002191,1,20.00,20.00,20.00,3
17172,201107,9788535918731,9,20.00,47.90,42.11,3
17173,201107,9788535918731,9,20.00,47.90,42.11,3
17174,201107,9788535206234,3,47.20,79.90,68.33,3
17175,201107,9788532635792,22,12.00,34.90,23.77,3
17176,201107,9788532526670,22,12.00,34.90,23.77,3
17177,201107,9788531209567,22,12.00,34.90,23.77,3
17178,201107,9788525423535,22,12.00,34.90,23.77,3
17179,201107,9788525048950,21,14.90,52.21,24.71,3
17180,201107,9788525048950,21,14.90,52.21,24.71,2
17181,201107,9788522012305,1,24.90,24.90,24.00,2
17182,201107,9788522005239,10,17.52,8.50,19.50,2
17183,201107,9788520924822,8,22.71,39.90,32.13,2
17184,201107,9788520924099,14,20.00,39.90,29.57,2
17185,201107,9788516070052,1,9.90,9.90,9.00,2
17186,201107,9788502126404,13,21.68,32.90,25.54,2
17187,201107,9788502124042,19,18.90,34.90,28.79,2
17188,201107,9788502123854,16,25.00,38.00,31.19,2
17189,201107,9788501088710,18,19.90,74.90,58.67,5
17190,201107,9788501088710,18,19.90,74.90,58.67,5
17191,201107,9788500019531,2,27.44,50.90,38.50,2
